id_pedido,id_cliente,id_loja,id_funcionario,data_pedido,status,canal,valor_total,desconto,loja_nome,loja_tipo,loja_cidade,loja_estado,id_item,id_produto,quantidade,preco_venda,preco_custo,sku,produto_nome,id_categoria,categoria_nome,categoria_pai,subtotal,lucro_bruto,margem_pct,ano,mes,trimestre,dia_semana
48030,2222,1,15,2022-02-20 18:42:32,Cancelado,Televendas,887.28,0.0,CD Osasco,Online,Osasco,SP,145642,126,1,89.99,55.34,73006,Cartão Micro SD 128GB Samsung EVO Plus 100MB/s,4,Armazenamento Portátil,Armazenamento Portátil,89.99,34.65,38.5,2022,2,1,Domingo
48030,2222,1,15,2022-02-20 18:42:32,Cancelado,Televendas,887.28,0.0,CD Osasco,Online,Osasco,SP,145643,115,3,39.99,25.49,72002,Cabo HDMI 2.0 4K 3m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,119.97,43.5,36.26,2022,2,1,Domingo
48030,2222,1,15,2022-02-20 18:42:32,Cancelado,Televendas,887.28,0.0,CD Osasco,Online,Osasco,SP,145644,100,2,66.99,35.08,70008,Tinta Epson T544220 Ciano L3110/L3150/L5190,29,Tintas,Impressão,133.98,63.82,47.63,2022,2,1,Domingo
48030,2222,1,15,2022-02-20 18:42:32,Cancelado,Televendas,887.28,0.0,CD Osasco,Online,Osasco,SP,145645,80,1,549.99,341.77,62001,"Monitor 17"" FTX MT17V1 Touch Capacitivo VGA/HDMI",15,Monitores,Periféricos,549.99,208.22,37.86,2022,2,1,Domingo
5689,3250,2,26,2022-02-21 18:42:32,Cancelado,Loja Física,91.01,0.0,Loja Paulista,Física,São Paulo,SP,17336,79,1,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,91.99,32.93,35.8,2022,2,1,Segunda
776,3052,3,40,2022-02-22 18:42:32,Cancelado,Loja Física,1687.0,0.0,Loja Santo André,Física,Santo André,SP,2366,95,1,899.99,554.97,70003,Impressora Térmica 3Nstar RPI007E Ticket USB/Ethernet,13,Impressoras,Impressão,899.99,345.02,38.34,2022,2,1,Terça
776,3052,3,40,2022-02-22 18:42:32,Cancelado,Loja Física,1687.0,0.0,Loja Santo André,Física,Santo André,SP,2367,108,1,499.99,277.08,71006,Switch 24P TP-Link TL-SG1024D Gigabit Desktop,24,Switches,Redes,499.99,222.91,44.58,2022,2,1,Terça
776,3052,3,40,2022-02-22 18:42:32,Cancelado,Loja Física,1687.0,0.0,Loja Santo André,Física,Santo André,SP,2368,86,1,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,299.99,125.08,41.69,2022,2,1,Terça
38150,704,5,51,2022-02-23 18:42:32,Cancelado,Loja Física,506.93,0.0,Loja BH Centro,Física,Belo Horizonte,MG,115728,149,5,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,234.95,83.75,35.65,2022,2,1,Quarta
38150,704,5,51,2022-02-23 18:42:32,Cancelado,Loja Física,506.93,0.0,Loja BH Centro,Física,Belo Horizonte,MG,115729,119,3,89.99,47.65,72006,Hub USB 3.0 7 Portas Multilaser GA181,7,Cabos e Adaptadores,Cabos e Adaptadores,269.97,127.02,47.05,2022,2,1,Quarta
41227,991,1,8,2022-02-23 18:42:32,Cancelado,Marketplace,1667.55,0.0,CD Osasco,Online,Osasco,SP,125144,60,1,1399.99,851.8,54005,Water Cooler NZXT Kraken 360 RGB,22,Refrigeração,Hardware,1399.99,548.19,39.16,2022,2,1,Quarta
41227,991,1,8,2022-02-23 18:42:32,Cancelado,Marketplace,1667.55,0.0,CD Osasco,Online,Osasco,SP,125145,79,3,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,275.97,98.79,35.8,2022,2,1,Quarta
13990,1138,3,31,2022-02-24 18:42:32,Cancelado,Loja Física,778.26,0.0,Loja Santo André,Física,Santo André,SP,42563,106,2,89.99,49.52,71004,Switch 5P Mercusys MS105G Gigabit Desktop,24,Switches,Redes,179.98,80.94,44.97,2022,2,1,Quinta
13990,1138,3,31,2022-02-24 18:42:32,Cancelado,Loja Física,778.26,0.0,Loja Santo André,Física,Santo André,SP,42564,86,2,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,599.98,250.16,41.69,2022,2,1,Quinta
14905,2981,1,20,2022-02-24 18:42:32,Cancelado,Site,202.65,0.0,CD Osasco,Online,Osasco,SP,45307,73,1,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,19.99,8.37,41.87,2022,2,1,Quinta
14905,2981,1,20,2022-02-24 18:42:32,Cancelado,Site,202.65,0.0,CD Osasco,Online,Osasco,SP,45308,79,2,91.99,59.06,61005,Teclado Bluetooth FTX FTXB09 Português Preto,27,Teclados,Periféricos,183.98,65.86,35.8,2022,2,1,Quinta
41011,2038,5,57,2022-02-25 18:42:32,Cancelado,Loja Física,604.52,0.0,Loja BH Centro,Física,Belo Horizonte,MG,124511,86,2,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,599.98,250.16,41.69,2022,2,1,Sexta
2048,2228,3,31,2022-02-27 18:42:32,Cancelado,Loja Física,476.17,0.0,Loja Santo André,Física,Santo André,SP,6249,125,1,59.99,39.33,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,4,Armazenamento Portátil,Armazenamento Portátil,59.99,20.66,34.44,2022,2,1,Domingo
2048,2228,3,31,2022-02-27 18:42:32,Cancelado,Loja Física,476.17,0.0,Loja Santo André,Física,Santo André,SP,6250,112,2,28.99,15.85,71010,Cabo de Rede RJ-45 5m Cat6 Azul,6,Cabos de Rede,Redes,57.98,26.28,45.33,2022,2,1,Domingo
2048,2228,3,31,2022-02-27 18:42:32,Cancelado,Loja Física,476.17,0.0,Loja Santo André,Física,Santo André,SP,6251,149,5,46.99,30.24,79004,"Suporte para TV FTX FTX31-KP02 32 a 70"" 45kg Fixo",25,TVs e Displays,TVs e Displays,234.95,83.75,35.65,2022,2,1,Domingo
2048,2228,3,31,2022-02-27 18:42:32,Cancelado,Loja Física,476.17,0.0,Loja Santo André,Física,Santo André,SP,6252,109,1,128.99,69.14,71007,Adaptador USB Wi-Fi TP-Link Archer T3U Nano AC1300,1,Adaptadores Wi-Fi,Redes,128.99,59.85,46.4,2022,2,1,Domingo
26669,858,2,22,2022-02-27 18:42:32,Cancelado,Loja Física,1006.71,0.0,Loja Paulista,Física,São Paulo,SP,81027,128,1,413.99,252.39,74002,Nobreak 700VA APC BVG700I-MSX Easy 230V,17,Nobreaks e UPS,Energia,413.99,161.6,39.03,2022,2,1,Domingo
26669,858,2,22,2022-02-27 18:42:32,Cancelado,Loja Física,1006.71,0.0,Loja Paulista,Física,São Paulo,SP,81028,89,3,199.99,112.88,64001,Headset USB Logitech H390 Estéreo Microfone,12,Headsets e Fones,Periféricos,599.97,261.33,43.56,2022,2,1,Domingo
39932,2205,2,23,2022-02-27 18:42:32,Cancelado,Loja Física,278.82,0.0,Loja Paulista,Física,São Paulo,SP,121237,110,1,59.99,33.27,71008,Adaptador USB Wi-Fi TP-Link Archer T2U Mini AC600,1,Adaptadores Wi-Fi,Redes,59.99,26.72,44.54,2022,2,1,Domingo
39932,2205,2,23,2022-02-27 18:42:32,Cancelado,Loja Física,278.82,0.0,Loja Paulista,Física,São Paulo,SP,121238,106,2,89.99,49.52,71004,Switch 5P Mercusys MS105G Gigabit Desktop,24,Switches,Redes,179.98,80.94,44.97,2022,2,1,Domingo
39932,2205,2,23,2022-02-27 18:42:32,Cancelado,Loja Física,278.82,0.0,Loja Paulista,Física,São Paulo,SP,121239,73,2,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,39.98,16.74,41.87,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142137,113,12,49.99,29.31,71011,Cabo de Rede RJ-45 10m Cat6,6,Cabos de Rede,Redes,599.88,248.16,41.37,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142138,36,4,749.99,407.55,51003,Memória DDR4 32GB Corsair Vengeance 3600MHz CMK32GX4M2D,14,Memória RAM,Hardware,2999.96,1369.76,45.66,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142139,150,5,139.99,83.82,79005,"Suporte para Monitor FTX FTX46-C012E 17""-32"" 9kg",25,TVs e Displays,TVs e Displays,699.95,280.85,40.12,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142140,73,23,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,459.77,192.51,41.87,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142141,78,2,493.99,299.28,61004,Teclado Gamer Mecânico Thermal Meka Level 20 Inglês,27,Teclados,Periféricos,987.98,389.42,39.42,2022,2,1,Domingo
46878,1328,6,61,2022-02-27 18:42:32,Cancelado,WhatsApp,5234.43,255.27,Escritório Central,Online,São Paulo,SP,142142,71,5,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,299.95,108.5,36.17,2022,2,1,Domingo
19576,1227,6,80,2022-02-28 18:42:32,Cancelado,Televendas,112.94,0.0,Escritório Central,Online,São Paulo,SP,59242,123,1,89.99,59.59,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,4,Armazenamento Portátil,Armazenamento Portátil,89.99,30.4,33.78,2022,2,1,Segunda
19576,1227,6,80,2022-02-28 18:42:32,Cancelado,Televendas,112.94,0.0,Escritório Central,Online,São Paulo,SP,59243,114,1,24.99,14.35,72001,Cabo HDMI 2.0 4K 1.8m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,24.99,10.64,42.58,2022,2,1,Segunda
34754,951,1,1,2022-03-01 18:42:32,Cancelado,Site,327.76,0.0,CD Osasco,Online,Osasco,SP,105512,137,2,39.99,22.79,76002,Câmera de Segurança Balun Vídeo HD Passivo 5MP,8,Câmeras e Segurança,Câmeras e Segurança,79.98,34.4,43.01,2022,3,1,Terça
34754,951,1,1,2022-03-01 18:42:32,Cancelado,Site,327.76,0.0,CD Osasco,Online,Osasco,SP,105513,114,4,24.99,14.35,72001,Cabo HDMI 2.0 4K 1.8m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,99.96,42.56,42.58,2022,3,1,Terça
34754,951,1,1,2022-03-01 18:42:32,Cancelado,Site,327.76,0.0,CD Osasco,Online,Osasco,SP,105514,72,5,29.99,16.92,60006,Mouse USB Mtek MS35 Óptico 1200DPI Preto,16,Mouses,Periféricos,149.95,65.35,43.58,2022,3,1,Terça
26570,3383,5,59,2022-03-02 18:42:32,Cancelado,Loja Física,619.06,0.0,Loja BH Centro,Física,Belo Horizonte,MG,80696,128,1,413.99,252.39,74002,Nobreak 700VA APC BVG700I-MSX Easy 230V,17,Nobreaks e UPS,Energia,413.99,161.6,39.03,2022,3,1,Quarta
26570,3383,5,59,2022-03-02 18:42:32,Cancelado,Loja Física,619.06,0.0,Loja BH Centro,Física,Belo Horizonte,MG,80697,116,4,34.99,22.21,72003,Adaptador Conversor HDMI para VGA,7,Cabos e Adaptadores,Cabos e Adaptadores,139.96,51.12,36.52,2022,3,1,Quarta
26570,3383,5,59,2022-03-02 18:42:32,Cancelado,Loja Física,619.06,0.0,Loja BH Centro,Física,Belo Horizonte,MG,80698,120,3,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,59.97,26.22,43.72,2022,3,1,Quarta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59880,27,1,21904.99,11745.84,48001,Placa de Vídeo 32GB RTX5090 Zotac Gaming Solid,20,Placas de Vídeo,Hardware,21904.99,10159.15,46.38,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59881,99,3,66.99,45.1,70007,Tinta Epson T544120 Preto L3110/L3150/L5190,29,Tintas,Impressão,200.97,65.67,32.68,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59882,108,1,499.99,277.08,71006,Switch 24P TP-Link TL-SG1024D Gigabit Desktop,24,Switches,Redes,499.99,222.91,44.58,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59883,39,2,419.99,225.25,51007,Memória SO-DIMM DDR4 16GB Crucial 3200MHz CT16G4SFRA32A,14,Memória RAM,Hardware,839.98,389.48,46.37,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59884,11,4,830.99,533.01,51006,Placa de Vídeo 8GB RX580 Keepdata DDR5 Dragonfly Gaming,20,Placas de Vídeo,Hardware,3323.96,1191.92,35.86,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59885,73,24,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,479.76,200.88,41.87,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59886,40,4,189.99,129.01,52001,SSD 240GB Kingston A400 SATA III SA400S37/240G,3,Armazenamento,Hardware,759.96,243.92,32.1,2022,3,1,Quinta
19778,2044,4,43,2022-03-03 18:42:32,Cancelado,Loja Física,25311.21,307.71,Loja Campinas,Física,Campinas,SP,59887,111,9,99.99,62.69,71009,Adaptador USB para RJ-45 TP-Link UE300 USB 3.0 Gigabit,2,Adaptadores de Rede,Redes,899.91,335.7,37.3,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92299,72,14,29.99,16.92,60006,Mouse USB Mtek MS35 Óptico 1200DPI Preto,16,Mouses,Periféricos,419.86,182.98,43.58,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92300,73,17,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,339.83,142.29,41.87,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92301,10,2,710.99,394.94,52242,Placa de Vídeo 8GB RX580 Biostar Radeon Gaming DDR5,20,Placas de Vídeo,Hardware,1421.98,632.1,44.45,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92302,95,1,899.99,554.97,70003,Impressora Térmica 3Nstar RPI007E Ticket USB/Ethernet,13,Impressoras,Impressão,899.99,345.02,38.34,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92303,118,5,119.99,80.5,72005,Adaptador USB-C para RJ-45 TP-Link UE300C USB 3.0,7,Cabos e Adaptadores,Cabos e Adaptadores,599.95,197.45,32.91,2022,3,1,Quinta
30454,1287,1,9,2022-03-03 18:42:32,Cancelado,WhatsApp,3461.06,41.77,CD Osasco,Online,Osasco,SP,92304,71,4,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,239.96,86.8,36.17,2022,3,1,Quinta
39835,2086,3,35,2022-03-03 18:42:32,Cancelado,Loja Física,784.34,0.0,Loja Santo André,Física,Santo André,SP,120958,146,1,738.99,421.51,79001,"TV LED 32"" Samsung UN32T4202 HD Smart Wi-Fi",25,TVs e Displays,TVs e Displays,738.99,317.48,42.96,2022,3,1,Quinta
39835,2086,3,35,2022-03-03 18:42:32,Cancelado,Loja Física,784.34,0.0,Loja Santo André,Física,Santo André,SP,120959,116,1,34.99,22.21,72003,Adaptador Conversor HDMI para VGA,7,Cabos e Adaptadores,Cabos e Adaptadores,34.99,12.78,36.52,2022,3,1,Quinta
44601,2470,5,54,2022-03-03 18:42:32,Cancelado,Loja Física,5430.69,0.0,Loja BH Centro,Física,Belo Horizonte,MG,135185,120,1,19.99,11.25,72007,Cabo USB-A para USB-C 1m Goldplated,7,Cabos e Adaptadores,Cabos e Adaptadores,19.99,8.74,43.72,2022,3,1,Quinta
44601,2470,5,54,2022-03-03 18:42:32,Cancelado,Loja Física,5430.69,0.0,Loja BH Centro,Física,Belo Horizonte,MG,135186,141,1,5499.99,3069.61,77003,Notebook Dell Inspiron 15 I7-1255U 16G/512SSD W11,18,Notebooks e Laptops,Notebooks e Laptops,5499.99,2430.38,44.19,2022,3,1,Quinta
47637,3344,2,23,2022-03-03 18:42:32,Cancelado,Loja Física,985.11,0.0,Loja Paulista,Física,São Paulo,SP,144443,97,3,169.99,106.41,70005,Toner Samsung MLT-D101S ML-2160 Preto ~1500 pgs,30,Toners e Cartuchos,Impressão,509.97,190.74,37.4,2022,3,1,Quinta
47637,3344,2,23,2022-03-03 18:42:32,Cancelado,Loja Física,985.11,0.0,Loja Paulista,Física,São Paulo,SP,144444,107,3,159.99,106.98,71005,Switch 8P TP-Link TL-SG108 Gigabit Desktop,24,Switches,Redes,479.97,159.03,33.13,2022,3,1,Quinta
10462,2535,1,9,2022-03-04 18:42:32,Cancelado,Televendas,207.06,0.0,CD Osasco,Online,Osasco,SP,31890,125,2,59.99,39.33,73005,Cartão Micro SD 64GB Kingston Neo 95MB/s C10,4,Armazenamento Portátil,Armazenamento Portátil,119.98,41.32,34.44,2022,3,1,Sexta
10462,2535,1,9,2022-03-04 18:42:32,Cancelado,Televendas,207.06,0.0,CD Osasco,Online,Osasco,SP,31891,75,3,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,83.97,31.56,37.58,2022,3,1,Sexta
2441,1474,2,30,2022-03-05 18:42:32,Cancelado,Loja Física,267.06,0.0,Loja Paulista,Física,São Paulo,SP,7421,126,3,89.99,55.34,73006,Cartão Micro SD 128GB Samsung EVO Plus 100MB/s,4,Armazenamento Portátil,Armazenamento Portátil,269.97,103.95,38.5,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20836,119,8,89.99,47.65,72006,Hub USB 3.0 7 Portas Multilaser GA181,7,Cabos e Adaptadores,Cabos e Adaptadores,719.92,338.72,47.05,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20837,71,9,59.99,38.29,60005,Mouse USB Satellite MO-G35 Gamer RGB 2400DPI,16,Mouses,Periféricos,539.91,195.3,36.17,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20838,146,4,738.99,421.51,79001,"TV LED 32"" Samsung UN32T4202 HD Smart Wi-Fi",25,TVs e Displays,TVs e Displays,2955.96,1269.92,42.96,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20839,123,5,89.99,59.59,73003,Pen Drive 128GB Kingston DataTraveler USB 3.2,4,Armazenamento Portátil,Armazenamento Portátil,449.95,152.0,33.78,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20840,49,1,379.99,230.48,53001,Fonte de Alimentação 450W Corsair CV450 80 Plus Bronze,10,Fontes de Alimentação,Hardware,379.99,149.51,39.35,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20841,119,5,89.99,47.65,72006,Hub USB 3.0 7 Portas Multilaser GA181,7,Cabos e Adaptadores,Cabos e Adaptadores,449.95,211.7,47.05,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20842,86,4,299.99,174.91,63002,Webcam Logitech C310 HD 720p USB,31,Webcams,Periféricos,1199.96,500.32,41.69,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20843,75,9,27.99,17.47,61001,Teclado USB Satellite AK-910 ABNT2 Preto,27,Teclados,Periféricos,251.91,94.68,37.58,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20844,122,27,49.99,32.03,73002,Pen Drive 64GB Sandisk Ultra Shift USB 3.0,4,Armazenamento Portátil,Armazenamento Portátil,1349.73,484.92,35.93,2022,3,1,Sábado
6856,622,6,78,2022-03-05 18:42:32,Cancelado,Marketplace,8327.38,211.72,Escritório Central,Online,São Paulo,SP,20845,34,6,219.99,120.47,51001,Memória DDR4 8GB Kingston 2666MHz KVR26N19S6/8,14,Memória RAM,Hardware,1319.94,597.12,45.24,2022,3,1,Sábado
34080,3328,3,35,2022-03-05 18:42:32,Cancelado,Loja Física,1014.28,0.0,Loja Santo André,Física,Santo André,SP,103426,55,1,149.99,95.36,53007,Fonte de Alimentação 230W Satellite LC-8360SFX Micro ITX,10,Fontes de Alimentação,Hardware,149.99,54.63,36.42,2022,3,1,Sábado
34080,3328,3,35,2022-03-05 18:42:32,Cancelado,Loja Física,1014.28,0.0,Loja Santo André,Física,Santo André,SP,103427,81,1,849.99,458.18,62002,"Monitor 24"" LG 24MP400-B IPS Full HD HDMI",15,Monitores,Periféricos,849.99,391.81,46.1,2022,3,1,Sábado
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15157,52,1,749.99,467.58,53004,Fonte de Alimentação 750W Corsair RM750x 80 Plus Gold,10,Fontes de Alimentação,Hardware,749.99,282.41,37.66,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15158,56,5,229.99,127.24,54001,Cooler DeepCool AK400 LGA1700/AM5 120mm,22,Refrigeração,Hardware,1149.95,513.75,44.68,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15159,62,2,399.99,271.88,55001,Gabinete Gamer DeepCool CC560 Mid-Tower ATX Vidro Temperado,11,Gabinetes,Hardware,799.98,256.22,32.03,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15160,45,2,489.99,330.94,52006,SSD 1TB WD Blue SN580 M.2 NVMe PCIe WDS100T3B0E,3,Armazenamento,Hardware,979.98,318.1,32.46,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15161,148,1,1803.99,1169.27,79003,"TV LED 50"" Samsung 50DU7000 Smart BT UHD 4K USB",25,TVs e Displays,TVs e Displays,1803.99,634.72,35.18,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15162,124,22,39.99,22.21,73004,Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s,4,Armazenamento Portátil,Armazenamento Portátil,879.78,391.16,44.46,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15163,108,1,499.99,277.08,71006,Switch 24P TP-Link TL-SG1024D Gigabit Desktop,24,Switches,Redes,499.99,222.91,44.58,2022,3,1,Domingo
4960,2834,3,33,2022-03-06 18:42:32,Cancelado,Loja Física,6963.08,94.8,Loja Santo André,Física,Santo André,SP,15164,7,3,378.99,244.38,258771,Placa de Vídeo 4GB GTX750 Star DDR5 128Bits,20,Placas de Vídeo,Hardware,1136.97,403.83,35.52,2022,3,1,Domingo
37734,2103,2,30,2022-03-07 18:42:32,Cancelado,Loja Física,2778.8,0.0,Loja Paulista,Física,São Paulo,SP,114444,11,1,830.99,533.01,51006,Placa de Vídeo 8GB RX580 Keepdata DDR5 Dragonfly Gaming,20,Placas de Vídeo,Hardware,830.99,297.98,35.86,2022,3,1,Segunda
37734,2103,2,30,2022-03-07 18:42:32,Cancelado,Loja Física,2778.8,0.0,Loja Paulista,Física,São Paulo,SP,114445,110,2,59.99,33.27,71008,Adaptador USB Wi-Fi TP-Link Archer T2U Mini AC600,1,Adaptadores Wi-Fi,Redes,119.98,53.44,44.54,2022,3,1,Segunda
37734,2103,2,30,2022-03-07 18:42:32,Cancelado,Loja Física,2778.8,0.0,Loja Paulista,Física,São Paulo,SP,114446,148,1,1803.99,1169.27,79003,"TV LED 50"" Samsung 50DU7000 Smart BT UHD 4K USB",25,TVs e Displays,TVs e Displays,1803.99,634.72,35.18,2022,3,1,Segunda
20094,1713,1,7,2022-03-08 18:42:32,Cancelado,WhatsApp,2474.5,0.0,CD Osasco,Online,Osasco,SP,60877,18,1,1729.99,998.5,67382,Placa de Vídeo 8GB RTX5050 Galax 1-Click OC Black,20,Placas de Vídeo,Hardware,1729.99,731.49,42.28,2022,3,1,Terça
20094,1713,1,7,2022-03-08 18:42:32,Cancelado,WhatsApp,2474.5,0.0,CD Osasco,Online,Osasco,SP,60878,69,1,699.99,441.85,60003,Mouse Wireless Logitech MX Master 3S 8000DPI,16,Mouses,Periféricos,699.99,258.14,36.88,2022,3,1,Terça
4173,3154,1,3,2022-03-09 18:42:32,Cancelado,Marketplace,499.91,0.0,CD Osasco,Online,Osasco,SP,12775,118,3,119.99,80.5,72005,Adaptador USB-C para RJ-45 TP-Link UE300C USB 3.0,7,Cabos e Adaptadores,Cabos e Adaptadores,359.97,118.47,32.91,2022,3,1,Quarta
4173,3154,1,3,2022-03-09 18:42:32,Cancelado,Marketplace,499.91,0.0,CD Osasco,Online,Osasco,SP,12776,73,5,19.99,11.62,60007,Mouse USB Genius Easy 2B Óptico 800DPI,16,Mouses,Periféricos,99.95,41.85,41.87,2022,3,1,Quarta
4173,3154,1,3,2022-03-09 18:42:32,Cancelado,Marketplace,499.91,0.0,CD Osasco,Online,Osasco,SP,12777,124,1,39.99,22.21,73004,Cartão Micro SD 32GB Sandisk Class 10 Ultra 80MB/s,4,Armazenamento Portátil,Armazenamento Portátil,39.99,17.78,44.46,2022,3,1,Quarta
